1980,CA01900,LosAngelesCounty,CA,1020111,12593,201,728,7732,3932
1980,CA01942,LosAngeles,CA,2952511,51447,1010,2813,21987,25637
1980,KY05680,Louisville,KY,,,,,,
1980,TNMPD00,Memphis,TN,644957,6898,152,788,2112,3846
1980,AZ00717,Mesa,AZ,149662,812,10,62,547,193
1980,FL01300,Miami-DadeCounty,FL,774491,12429,212,533,5986,5698
1980,FL01306,Miami,FL,335718,11474,220,325,4039,6890
1980,WIMPD00,Milwaukee,WI,633845,3310,74,213,1227,1796
1980,MN02711,Minneapolis,MN,370163,3917,36,373,1241,2267
1980,MD01604,MontgomeryCounty,MD,519381,1433,16,144,475,798
1980,TN01901,Nashville,TN,452025,3634,87,295,1225,2027
1980,NY02900,NassauCounty,NY,1049118,1462,20,28,488,926
1980,LANPD00,NewOrleans,LA,557761,8172,218,588,2719,4647
1980,NY03030,NewYorkCity,NY,7035348,149549,1812,3711,43476,100550
1980,NJNPD00,Newark,NJ,330104,11270,163,546,3716,6845
1980,CA00109,Oakland,CA,338721,7536,132,434,2722,4248
1980,OK05506,OklahomaCity,OK,401577,3734,72,337,2074,1251
1980,NB02802,Omaha,NE,312919,1983,38,213,679,1053
1980,FL04804,Orlando,FL,127811,2350,17,190,1401,742
1980,PAPEP00,Philadelphia,PA,1681175,17299,436,937,5043,10883
1980,AZ00723,Phoenix,AZ,772884,7020,103,485,3395,3037
1980,PAPPD00,Pittsburgh,PA,424205,5120,50,299,1519,3252
1980,OR02602,Portland,OR,364419,4957,46,364,2298,2249
1980,MD01721,PrinceGeorge'sCounty,MD,556147,5194,53,383,1870,2888
1980,NC09201,Raleigh,NC,148429,784,12,64,448,260
1980,CA03404,Sacramento,CA,274547,3221,45,217,1355,1604
1980,UT01803,SaltLakeCity,UT,162985,1132,16,140,448,528
1980,TXSPD00,SanAntonio,TX,788049,4265,164,362,1997,1742
1980,CA03711,SanDiego,CA,874826,6189,103,362,2738,2986
1980,CA03801,SanFrancisco,CA,674150,12710,110,759,4314,7527
1980,CA04313,SanJose,CA,628106,3788,62,479,1533,1714
1980,WASPD00,Seattle,WA,491897,5201,63,512,2373,2253
1980,MOSPD00,St.Louis,MO,450790,10983,225,392,4428,5938
1980,NY05101,SuffolkCounty,NY,1158917,2967,43,169,1407,1348
1980,FL02902,Tampa,FL,268709,5089,44,348,2820,1877
1980,AZ01003,Tucson,AZ,331506,2584,38,174,1717,655
1980,OK07205,Tulsa,OK,355766,2715,36,251,1630,798
1980,VA12800,VirginiaBeach,VA,260680,530,11,105,204,210
1980,DCMPD00,Washington,DC,635233,12772,200,439,3236,8897
1980,KS08703,Wichita,KS,279352,1823,32,202,763,826
1980,,UnitedStates,,1344520,23040,,,,
1981,NM00101,Albuquerque,NM,336840,2985,45,213,1620,1107
1981,TX22001,Arlington,TX,167848,699,12,102,373,212
1981,GAAPD00,Atlanta,GA,435626,10608,181,644,5246,4537
1981,CO00101,Aurora,CO,162900,1437,10,76,992,359
1981,TX22701,Austin,TX,357607,1545,39,263,574,669
1981,MD00301,BaltimoreCounty,MD,662025,6127,32,191,4510,1394
1981,MDBPD00,Baltimore,MD,797429,17737,228,565,6229,10715
